EmployeeNumber,Age,Tenure,Turnover,HourlyRate ,HoursWeekly,CompensationType,AnnualSalary,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked,AnnualProfessionalDevHrs,PaycheckMethod,TextMessageOptIn,HourlyRate _orig
7917.0,40.0,4.0,No,31.38,40.0,Salary,65270.4,-5.0,Human Resources,Male,Single,8.0,5.0,Direct Deposit,Yes,$31.38 
7918.0,41.0,9.0,No,80.73,40.0,Salary,167928.4,1.0,Marketing,Female,Single,8.0,15.0,Mailed Check,Yes,$80.73 
7919.0,57.0,15.0,No,62.53,40.0,Salary,130062.4,59.0,Marketing,Female,Married,6.0,25.0,Mailed Check,Yes,$62.53 
7920.0,39.0,1.0,No,30.03,40.0,Salary,62462.4,13.0,Manufacturing,Male,Single,8.0,10.0,Mailed Check,Yes,$30.03 
7921.0,54.0,9.0,Yes,47.83,40.0,Salary,99486.4,71.0,Information Technology,Male,Divorced,5.0,24.0,Mailed Check,Yes,$47.83 
7922.0,41.0,2.0,Yes,55.48,40.0,Salary,115398.4,72.0,Sales,Male,Divorced,4.0,24.0,Direct Deposit,Yes,$55.48 
7923.0,58.0,15.0,No,91.53,40.0,Salary,289133.0,16.0,Sales,Male,Married,7.0,5.0,Direct Deposit,Yes,$91.53 
7924.0,39.0,8.0,Yes,30.77,40.0,Salary,64001.6,66.0,Human Resources,Female,Divorced,4.0,25.0,Mailed Check,Yes,$30.77 
7925.0,60.0,12.0,No,71.67,40.0,Salary,149073.6,72.0,Marketing,Female,Married,1.0,15.0,Mailed Check,Yes,$71.67 
7926.0,30.0,4.0,No,24.72,40.0,Salary,51417.6,86.0,Manufacturing,Female,Married,3.0,15.0,Mailed Check,Yes,$24.72 
7927.0,46.0,8.0,No,31.5,40.0,Salary,65520.0,27.0,Healthcare,Male,Married,3.0,15.0,Direct Deposit,Yes,$31.50 
7928.0,60.0,11.0,Yes,31.95,40.0,Salary,66456.0,25.0,Human Resources,Male,Divorced,4.0,13.0,Direct Deposit,Yes,$31.95 
7929.0,36.0,2.0,Yes,73.63,40.0,Salary,153150.4,78.0,Human Resources,Male,Married,2.0,10.0,Direct Deposit,Yes,$73.63 
7930.0,40.0,7.0,No,32.85,40.0,Salary,68328.0,77.0,Sales,Female,Single,1.0,19.0,Mailed Check,Yes,$32.85 
7931.0,43.0,5.0,No,92.14,40.0,Salary,289133.0,27.0,Research,Female,Single,6.0,19.0,Direct Deposit,Yes,$92.14 
7932.0,23.0,1.0,No,20.79,40.0,Salary,43243.2,34.0,Manufacturing,Male,Married,2.0,15.0,Direct Deposit,Yes,$20.79 
7933.0,32.0,3.0,No,30.82,40.0,Salary,64105.6,68.0,Information Technology,Male,Married,3.0,17.0,Mailed Check,Yes,$30.82 
7934.0,42.0,7.0,No,89.56,40.0,Salary,286284.8,70.0,Information Technology,Male,Single,9.0,15.0,Mailed Check,Yes,$89.56 
7935.0,48.0,12.0,No,31.45,40.0,Salary,65416.0,56.0,Research,Male,Single,6.0,5.0,Mailed Check,Yes,$31.45 
7936.0,39.0,4.0,Yes,80.26,40.0,Salary,166940.8,25.0,Research,Female,Single,6.0,5.0,Mailed Check,Yes,$80.26 
7937.0,32.0,7.0,No,30.59,40.0,Salary,63627.2,76.0,Research,Male,Married,3.0,15.0,Mailed Check,Yes,$30.59 
7938.0,45.0,17.0,Yes,50.63,40.0,Salary,105310.4,28.0,Marketing,Male,Married,7.0,10.0,Mailed Check,Yes,$50.63 
7939.0,43.0,13.0,Yes,93.83,40.0,Salary,289133.0,51.0,Sales,Female,Single,5.0,18.0,Mailed Check,Yes,$93.83 
7940.0,58.0,18.0,No,32.82,40.0,Salary,68265.6,4.0,Laboratory,Female,Married,1.0,13.0,Mailed Check,Yes,$32.82 
7941.0,58.0,20.0,No,31.98,40.0,Salary,66528.4,28.0,Sales,Female,Divorced,3.0,15.0,Mailed Check,Yes,$31.98 
7942.0,50.0,14.0,No,41.03,40.0,Salary,85342.4,94.0,Research,Female,Divorced,1.0,11.0,Mailed Check,Yes,$41.03 
7943.0,55.0,18.0,No,88.55,40.0,Salary,284284.0,74.0,Marketing,Male,Divorced,8.0,16.0,Mailed Check,Yes,$88.55 
7944.0,58.0,15.0,Yes,37.24,40.0,Salary,77459.2,-7.0,Laboratory,Male,Divorced,8.0,15.0,Mailed Check,Yes,$37.24 
7945.0,34.0,8.0,Yes,26.1,40.0,Salary,54288.0,66.0,Sales,Female,Divorced,2.0,15.0,Mailed Check,Yes,$26.10 
7946.0,56.0,13.0,Yes,70.9,40.0,Salary,147472.0,40.0,Marketing,Female,Married,8.0,23.0,Mailed Check,Yes,$70.90 
7947.0,47.0,13.0,Yes,85.94,40.0,Salary,178755.2,86.0,Research,Female,Single,3.0,24.0,Mailed Check,Yes,$85.94 
7948.0,43.0,5.0,No,48.17,40.0,Salary,100333.6,97.0,Sales,Male,Divorced,9.0,18.0,Mailed Check,Yes,$48.17 
7949.0,61.0,11.0,Yes,32.29,40.0,Salary,67163.2,95.0,Research,Male,Divorced,2.0,18.0,Mailed Check,Yes,$32.29 
7950.0,48.0,12.0,No,65.9,40.0,Salary,137072.0,35.0,Sales,Female,Divorced,8.0,19.0,Mailed Check,Yes,$65.90 
7951.0,35.0,10.0,Yes,27.43,40.0,Salary,57054.4,40.0,Marketing,Female,Divorced,1.0,23.0,Mailed Check,Yes,$27.43 
7952.0,58.0,16.0,No,63.46,40.0,Salary,133396.8,94.0,Laboratory,Male,Divorced,9.0,15.0,Mailed Check,Yes,$63.46 
7953.0,58.0,5.0,No,82.29,40.0,Salary,171163.2,96.0,Research,Female,Divorced,2.0,19.0,Direct Deposit,Yes,$82.29 
7954.0,40.0,2.0,No,59.53,40.0,Salary,123822.4,15.0,Research,Male,Divorced,4.0,8.0,Mailed Check,Yes,$59.53 
7955.0,47.0,6.0,No,97.21,40.0,Salary,202336.8,10.0,Research,Female,Divorced,3.0,7.0,Mailed Check,Yes,$97.21 
7956.0,45.0,20.0,No,94.13,40.0,Salary,289133.0,60.0,Research,Male,Divorced,4.0,15.0,Mailed Check,Yes,$94.13 
7957.0,57.0,14.0,Yes,77.28,40.0,Salary,160742.4,69.0,Marketing,Male,Single,6.0,17.0,Mailed Check,Yes,$77.28 
7958.0,54.0,20.0,No,48.7,40.0,Salary,101296.0,-12.0,Research,Female,Divorced,8.0,19.0,Direct Deposit,Yes,$48.70 
7959.0,31.0,3.0,No,26.59,40.0,Salary,55307.2,27.0,Research,Male,Married,1.0,10.0,Direct Deposit,Yes,$26.59 
7960.0,61.0,14.0,No,40.85,40.0,Salary,84968.0,14.0,Research,Female,Single,5.0,15.0,Mailed Check,Yes,$40.85 
7961.0,54.0,15.0,No,66.28,40.0,Salary,137654.4,46.0,Laboratory,Female,Divorced,9.0,14.0,Direct Deposit,Yes,$66.28 
7962.0,57.0,19.0,No,78.58,40.0,Salary,163446.4,91.0,Laboratory,Female,Single,1.0,13.0,Direct Deposit,Yes,$78.58 
7963.0,52.0,9.0,No,85.74,40.0,Salary,178339.2,44.0,Sales,Female,Single,9.0,13.0,Mailed Check,Yes,$85.74 
7964.0,36.0,4.0,Yes,44.47,40.0,Salary,92497.6,41.0,Sales,Male,Single,5.0,11.0,Mailed Check,Yes,$44.47 
7965.0,39.0,8.0,Yes,26.28,40.0,Salary,54454.4,1.0,Manufacturing,Male,Divorced,2.0,23.0,Mailed Check,Yes,$26.28 
7966.0,46.0,18.0,Yes,61.52,40.0,Salary,127961.6,71.0,Manufacturing,Male,Divorced,2.0,13.0,Mailed Check,Yes,$61.52 
7967.0,55.0,5.0,No,44.27,40.0,Salary,92081.6,28.0,Healthcare,Female,Married,8.0,16.0,Mailed Check,Yes,$44.27 
7968.0,60.0,18.0,Yes,67.87,40.0,Salary,141169.6,1.0,Research,Female,Married,2.0,15.0,Mailed Check,Yes,$67.87 
7969.0,45.0,15.0,No,54.71,40.0,Salary,113796.8,2.0,Manufacturing,Male,Single,5.0,5.0,Mailed Check,Yes,$54.71 
7970.0,47.0,9.0,Yes,42.45,40.0,Salary,88296.0,55.0,Laboratory,Female,Divorced,4.0,16.0,Mailed Check,Yes,$42.45 
7971.0,38.0,10.0,Yes,67.84,40.0,Salary,141107.2,64.0,Laboratory,Female,Married,2.0,7.0,Mailed Check,Yes,$67.84 
7972.0,39.0,10.0,No,78.77,40.0,Salary,163841.6,41.0,Sales,Female,Single,1.0,19.0,Mailed Check,Yes,$78.77 
7973.0,31.0,3.0,No,28.6,40.0,Salary,38688.0,17.0,Human Resources,Female,Divorced,2.0,10.0,Direct Deposit,Yes,$28.60 
7974.0,54.0,5.0,No,97.23,40.0,Salary,202238.4,52.0,Research,Female,Single,5.0,25.0,Mailed Check,Yes,$97.23 
7975.0,52.0,19.0,Yes,44.9,40.0,Salary,93392.0,47.0,Research,Female,Single,1.0,10.0,Mailed Check,Yes,$44.90 
7976.0,38.0,3.0,Yes,55.88,40.0,Salary,116230.4,42.0,Laboratory,Male,Married,4.0,25.0,Mailed Check,Yes,$55.88 
7977.0,57.0,18.0,No,46.42,40.0,Salary,96553.6,81.0,Research,Male,Divorced,9.0,24.0,Mailed Check,Yes,$46.42 
7978.0,27.0,5.0,Yes,21.04,40.0,Salary,43763.2,54.0,Laboratory,Female,Single,3.0,5.0,Mailed Check,Yes,$21.04 
7979.0,51.0,6.0,Yes,69.96,40.0,Salary,145516.8,-5.0,Human Resources,Female,Divorced,3.0,6.0,Mailed Check,Yes,$69.96 
7980.0,50.0,15.0,Yes,83.39,40.0,Salary,173451.2,22.0,Information Technology,Female,Married,2.0,23.0,Mailed Check,Yes,$83.39 
7981.0,56.0,17.0,No,47.52,40.0,Salary,98841.6,-4.0,Research,Male,Single,1.0,9.0,Mailed Check,Yes,$47.52 
7982.0,36.0,10.0,Yes,35.06,40.0,Salary,72924.8,86.0,Laboratory,Female,Divorced,5.0,21.0,Mailed Check,Yes,$35.06 
7983.0,34.0,6.0,No,24.81,40.0,Salary,51604.8,96.0,Human Resources,Female,Married,4.0,15.0,Mailed Check,Yes,$24.81 
7984.0,50.0,17.0,Yes,54.94,40.0,Salary,114275.2,77.0,Research,Female,Single,2.0,15.0,Mailed Check,Yes,$54.94 
7985.0,43.0,9.0,Yes,67.76,40.0,Salary,140940.8,7.0,Research,Female,Divorced,4.0,21.0,Mailed Check,Yes,$67.76 
7986.0,30.0,7.0,No,24.92,40.0,Salary,52833.6,14.0,Research,Female,Divorced,2.0,7.0,Mailed Check,Yes,$24.92 
7987.0,36.0,4.0,Yes,30.47,40.0,Salary,63377.6,92.0,Manufacturing,Male,Married,1.0,7.0,Direct Deposit,Yes,$30.47 
7988.0,60.0,20.0,No,86.32,40.0,Salary,179545.6,80.0,Information Technology,Female,Single,9.0,20.0,Mailed Check,Yes,$86.32 
7989.0,37.0,1.0,No,88.28,40.0,Salary,283622.4,75.0,Sales,Female,Divorced,6.0,15.0,Direct Deposit,Yes,$88.28 
7990.0,46.0,17.0,Yes,86.75,40.0,Salary,280440.0,31.0,Marketing,Male,Married,9.0,6.0,Mailed Check,Yes,$86.75 
7991.0,40.0,9.0,No,44.6,40.0,Salary,92768.0,13.0,Manufacturing,Male,Married,6.0,15.0,Mailed Check,Yes,$44.60 
7992.0,61.0,10.0,No,94.13,40.0,Salary,289133.0,47.0,Sales,Female,Divorced,8.0,15.0,Mailed Check,Yes,$94.13 
7993.0,61.0,18.0,Yes,78.58,40.0,Salary,163446.4,35.0,Laboratory,Female,Divorced,6.0,16.0,Mailed Check,Yes,$78.58 
7994.0,54.0,7.0,Yes,37.38,40.0,Salary,77750.4,54.0,Manufacturing,Female,Divorced,4.0,8.0,Mailed Check,Yes,$37.38 
7995.0,33.0,5.0,No,26.75,40.0,Salary,55640.0,96.0,Manufacturing,Female,Single,1.0,12.0,Mailed Check,Yes,$26.75 
7996.0,45.0,15.0,No,62.83,40.0,Salary,130686.4,20.0,Human Resources,Male,Married,4.0,6.0,Direct Deposit,Yes,$62.83 
7997.0,54.0,6.0,No,32.53,40.0,Salary,67662.4,66.0,Sales,Male,Single,6.0,15.0,Mailed Check,Yes,$32.53 
7998.0,33.0,1.0,No,27.76,40.0,Salary,57740.8,-7.0,Marketing,Female,Divorced,4.0,25.0,Mailed Check,Yes,$27.76 
7999.0,55.0,7.0,No,38.77,40.0,Salary,80641.6,62.0,Healthcare,Female,Married,3.0,22.0,Mailed Check,Yes,$38.77 
8000.0,34.0,6.0,No,25.11,40.0,Salary,52228.8,98.0,Research,Female,Divorced,4.0,24.0,Mailed Check,Yes,$25.11 
8001.0,43.0,10.0,Yes,71.3,40.0,Salary,148304.0,-1.0,Human Resources,Male,Single,6.0,5.0,Mailed Check,Yes,$71.30 
8002.0,46.0,11.0,No,61.13,40.0,Salary,127150.4,85.0,Human Resources,Male,Single,4.0,11.0,Mailed Check,Yes,$61.13 
8003.0,48.0,15.0,No,32.63,40.0,Salary,67870.4,63.0,Sales,Male,Divorced,4.0,21.0,Direct Deposit,Yes,$32.63 
8004.0,36.0,2.0,No,87.85,40.0,Salary,282728.0,39.0,Manufacturing,Female,Married,2.0,13.0,Direct Deposit,Yes,$87.85 
8005.0,31.0,2.0,No,22.95,40.0,Salary,47736.0,-2.0,Healthcare,Female,Single,3.0,24.0,Mailed Check,Yes,$22.95 
8006.0,52.0,19.0,Yes,55.56,40.0,Salary,115564.8,-3.0,Laboratory,Male,Divorced,8.0,23.0,Mailed Check,Yes,$55.56 
8007.0,48.0,9.0,No,40.65,40.0,Salary,84552.0,-13.0,Laboratory,Male,Divorced,5.0,15.0,Mailed Check,Yes,$40.65 
8008.0,58.0,10.0,Yes,31.78,40.0,Salary,66102.4,10.0,Research,Male,Married,8.0,13.0,Mailed Check,Yes,$31.78 
8009.0,47.0,17.0,No,58.78,40.0,Salary,122262.4,63.0,Sales,Female,Married,4.0,20.0,Direct Deposit,Yes,$58.78 
8010.0,39.0,8.0,No,57.99,40.0,Salary,120633.2,31.0,Sales,Female,Single,2.0,18.0,Mailed Check,Yes,$57.99 
8011.0,59.0,8.0,Yes,33.52,40.0,Salary,40601.6,14.0,Sales,Male,Single,7.0,7.0,Mailed Check,Yes,$33.52 
8012.0,42.0,1.0,Yes,48.11,40.0,Salary,100068.8,42.0,Sales,Male,Divorced,1.0,20.0,Direct Deposit,Yes,$48.11 
8013.0,28.0,5.0,No,25.02,40.0,Salary,52041.6,44.0,Healthcare,Female,Single,2.0,14.0,Direct Deposit,Yes,$25.02 
8014.0,57.0,11.0,Yes,32.34,40.0,Salary,67267.2,85.0,Laboratory,Female,Married,6.0,10.0,Mailed Check,Yes,$32.34 
8015.0,58.0,10.0,No,32.6,40.0,Salary,67808.0,62.0,Manufacturing,Male,Divorced,8.0,25.0,Mailed Check,Yes,$32.60 
8016.0,32.0,9.0,Yes,26.42,40.0,Salary,54953.6,10.0,Human Resources,Female,Married,2.0,20.0,Direct Deposit,Yes,$26.42 
8017.0,38.0,4.0,No,39.61,40.0,Salary,82388.8,68.0,Research,Female,Single,4.0,15.0,Mailed Check,Yes,$39.61 
8018.0,41.0,4.0,Yes,33.65,40.0,Salary,69992.0,50.0,Research,Female,Married,8.0,12.0,Mailed Check,Yes,$33.65 
8019.0,50.0,19.0,Yes,89.86,40.0,Salary,286908.8,82.0,Human Resources,Female,Divorced,1.0,22.0,Mailed Check,Yes,$89.86 
8020.0,40.0,4.0,No,97.02,40.0,Salary,202801.6,28.0,Human Resources,Female,Married,1.0,8.0,Mailed Check,Yes,$97.02 
8021.0,38.0,3.0,No,61.99,40.0,Salary,128939.2,23.0,Research,Male,Single,6.0,24.0,Mailed Check,Yes,$61.99 
8022.0,51.0,14.0,No,54.9,40.0,Salary,114332.0,-6.0,Research,Male,Single,2.0,25.0,Direct Deposit,Yes,$54.90 
8023.0,51.0,12.0,Yes,60.41,40.0,Salary,125652.8,29.0,Human Resources,Female,Married,5.0,10.0,Mailed Check,Yes,$60.41 
8024.0,44.0,13.0,No,61.04,40.0,Salary,126963.2,76.0,Human Resources,Male,Single,7.0,18.0,Direct Deposit,Yes,$61.04 
8025.0,53.0,20.0,Yes,73.57,40.0,Salary,153025.6,77.0,Sales,Female,Single,3.0,15.0,Mailed Check,Yes,$73.57 
8026.0,56.0,16.0,Yes,55.75,40.0,Salary,115960.0,25.0,Laboratory,Female,Married,8.0,7.0,Direct Deposit,Yes,$55.75 
8027.0,56.0,13.0,Yes,91.58,40.0,Salary,289133.0,32.0,Sales,Female,Single,5.0,19.0,Mailed Check,Yes,$91.58 
8028.0,47.0,19.0,Yes,90.41,40.0,Salary,288052.8,6.0,Healthcare,Male,Single,1.0,13.0,Mailed Check,Yes,$90.41 
8029.0,58.0,12.0,No,49.3,40.0,Salary,102544.0,17.0,Manufacturing,Female,Married,5.0,15.0,Mailed Check,Yes,$49.30 
8030.0,28.0,1.0,No,22.91,40.0,Salary,47652.8,66.0,Research,Male,Divorced,1.0,21.0,Direct Deposit,Yes,$22.91 
8031.0,41.0,2.0,Yes,31.27,40.0,Salary,65041.6,10.0,Sales,Male,Divorced,4.0,20.0,Direct Deposit,Yes,$31.27 
8032.0,55.0,17.0,No,46.28,40.0,Salary,96054.4,71.0,Sales,Male,Married,5.0,24.0,Mailed Check,Yes,$46.28 
8033.0,36.0,8.0,No,53.23,40.0,Salary,110728.4,-9.0,Manufacturing,Female,Married,6.0,15.0,Mailed Check,Yes,$53.23 
8034.0,23.0,1.0,No,22.53,40.0,Salary,46862.4,35.0,Manufacturing,Female,Married,2.0,13.0,Mailed Check,Yes,$22.53 
8035.0,42.0,3.0,No,81.57,40.0,Salary,169665.6,84.0,Manufacturing,Female,Married,3.0,12.0,Mailed Check,Yes,$81.57 
8036.0,37.0,8.0,Yes,30.61,40.0,Salary,63668.8,56.0,Healthcare,Female,Married,4.0,17.0,Direct Deposit,Yes,$30.61 
8037.0,26.0,3.0,Yes,17.79,40.0,Salary,37003.2,63.0,Healthcare,Male,Married,2.0,14.0,Mailed Check,Yes,$17.79 
8038.0,36.0,6.0,No,92.86,40.0,Salary,289133.0,28.0,Marketing,Female,Married,6.0,15.0,Direct Deposit,Yes,$92.86 
8039.0,47.0,15.0,Yes,72.57,40.0,Salary,150945.6,36.0,Human Resources,Male,Single,1.0,9.0,Direct Deposit,Yes,$72.57 
8040.0,51.0,18.0,No,85.66,40.0,Salary,178172.8,60.0,Manufacturing,Male,Divorced,9.0,24.0,Mailed Check,Yes,$85.66 
8041.0,53.0,13.0,Yes,36.22,40.0,Salary,75337.6,-12.0,Human Resources,Male,Divorced,6.0,16.0,Mailed Check,Yes,$36.22 
8042.0,36.0,9.0,Yes,72.04,40.0,Salary,149843.2,3.0,Sales,Female,Divorced,3.0,22.0,Mailed Check,Yes,$72.04 
8043.0,42.0,9.0,Yes,85.73,40.0,Salary,178328.4,84.0,Marketing,Female,Divorced,8.0,6.0,Mailed Check,Yes,$85.73 
8044.0,31.0,8.0,No,25.68,40.0,Salary,53414.4,67.0,Research,Male,Divorced,1.0,13.0,Mailed Check,Yes,$25.68 
8045.0,55.0,18.0,No,49.76,40.0,Salary,103500.8,35.0,Research,Female,Divorced,8.0,11.0,Direct Deposit,Yes,$49.76 
8046.0,60.0,15.0,No,48.44,40.0,Salary,100755.2,82.0,Laboratory,Female,Married,1.0,25.0,Direct Deposit,Yes,$48.44 
8047.0,26.0,3.0,No,20.81,40.0,Salary,43284.8,92.0,Human Resources,Male,Married,2.0,9.0,Mailed Check,Yes,$20.81 
8048.0,54.0,14.0,No,78.72,40.0,Salary,163737.6,5.0,Healthcare,Prefer Not To Answer,Single,2.0,7.0,Mailed Check,Yes,$78.72 
8049.0,52.0,16.0,No,33.38,40.0,Salary,69430.4,60.0,Information Technology,Female,Divorced,9.0,15.0,Direct Deposit,Yes,$33.38 
8050.0,32.0,7.0,No,27.01,40.0,Salary,56280.8,94.0,Human Resources,Male,Married,3.0,15.0,Mailed Check,Yes,$27.01 
8051.0,48.0,16.0,No,78.01,40.0,Salary,162260.8,33.0,Research,Female,Single,6.0,14.0,Mailed Check,Yes,$78.01 
8052.0,25.0,3.0,Yes,21.16,40.0,Salary,44012.8,51.0,Healthcare,Female,Married,3.0,15.0,Direct Deposit,Yes,$21.16 
8053.0,43.0,14.0,No,48.82,40.0,Salary,101545.6,96.0,Research,Female,Single,6.0,24.0,Mailed Check,Yes,$48.82 
8054.0,24.0,1.0,Yes,22.2,40.0,Salary,46176.0,12.0,Healthcare,Female,Single,3.0,21.0,Mailed Check,Yes,$22.20 
8055.0,42.0,7.0,Yes,62.78,40.0,Salary,130582.4,74.0,Healthcare,Male,Single,7.0,14.0,Direct Deposit,Yes,$62.78 
8056.0,49.0,13.0,Yes,51.83,40.0,Salary,107806.4,7.0,Information Technology,Male,Married,3.0,25.0,Mailed Check,Yes,$51.83 
8057.0,61.0,16.0,No,81.54,40.0,Salary,169603.2,47.0,Research,Female,Single,7.0,25.0,Mailed Check,Yes,$81.54 
8058.0,24.0,1.0,No,21.87,40.0,Salary,45489.6,87.0,Laboratory,Female,Married,3.0,23.0,Mailed Check,Yes,$21.87 
8059.0,31.0,1.0,Yes,27.32,40.0,Salary,56825.6,88.0,Laboratory,Male,Married,1.0,22.0,Mailed Check,Yes,$27.32 
8060.0,25.0,3.0,Yes,20.93,40.0,Salary,43534.4,-12.0,Healthcare,Female,Married,2.0,24.0,Direct Deposit,Yes,$20.93 
8061.0,50.0,13.0,Yes,76.67,40.0,Salary,159473.6,90.0,Research,Female,Single,5.0,9.0,Mailed Check,Yes,$76.67 
8062.0,60.0,9.0,No,64.99,40.0,Salary,135179.2,-11.0,Information Technology,Male,Married,9.0,9.0,Mailed Check,Yes,$64.99 
8063.0,39.0,3.0,Yes,70.53,40.0,Salary,146702.4,37.0,Research,Male,Divorced,8.0,20.0,Mailed Check,Yes,$70.53 
8064.0,59.0,11.0,No,55.98,40.0,Salary,116438.4,6.0,Laboratory,Male,Single,7.0,16.0,Mailed Check,Yes,$55.98 
8065.0,31.0,5.0,No,29.92,40.0,Salary,62233.6,32.0,Sales,Female,Married,3.0,9.0,Mailed Check,Yes,$29.92 
8066.0,32.0,10.0,Yes,23.54,40.0,Salary,48963.2,14.0,Sales,Male,Married,2.0,8.0,Mailed Check,Yes,$23.54 
8067.0,50.0,8.0,No,59.03,40.0,Salary,122782.4,22.0,Human Resources,Female,Married,2.0,24.0,Mailed Check,Yes,$59.03 
8068.0,26.0,3.0,No,22.16,40.0,Salary,46092.8,6.0,Research,Male,Divorced,3.0,15.0,Mailed Check,Yes,$22.16 
8069.0,31.0,1.0,No,23.12,40.0,Salary,48089.6,-5.0,Human Resources,Female,Married,1.0,20.0,Mailed Check,Yes,$23.12 
8070.0,44.0,17.0,No,84.45,40.0,Salary,175656.0,35.0,Healthcare,Male,Married,8.0,5.0,Mailed Check,Yes,$84.45 
8071.0,39.0,6.0,Yes,54.05,40.0,Salary,112424.0,83.0,Research,Female,Single,8.0,15.0,Mailed Check,Yes,$54.05 
8072.0,48.0,8.0,No,77.47,40.0,Salary,161137.6,-6.0,Manufacturing,Female,Divorced,3.0,15.0,Mailed Check,Yes,$77.47 
8073.0,42.0,10.0,Yes,44.45,40.0,Salary,92456.0,-4.0,Manufacturing,Female,Single,4.0,15.0,Mailed Check,Yes,$44.45 
8074.0,38.0,2.0,No,87.65,40.0,Salary,282312.0,79.0,Marketing,Female,Single,4.0,10.0,Mailed Check,Yes,$87.65 
8075.0,60.0,15.0,No,97.55,40.0,Salary,202904.0,47.0,Research,Female,Divorced,2.0,15.0,Mailed Check,Yes,$97.55 
8076.0,52.0,12.0,Yes,90.65,40.0,Salary,288552.0,3.0,Research,Male,Single,5.0,25.0,Mailed Check,Yes,$90.65 
8077.0,40.0,6.0,Yes,32.4,40.0,Salary,67392.0,76.0,Research,Female,Single,7.0,9.0,Mailed Check,Yes,$32.40 
8078.0,21.0,1.0,Yes,21.2,40.0,Salary,3096.0,27.0,Research,Male,Single,1.0,10.0,Mailed Check,Yes,$21.20 
8079.0,39.0,8.0,No,44.47,40.0,Salary,92497.6,40.0,Human Resources,Male,Divorced,6.0,6.0,Mailed Check,Yes,$44.47 
8080.0,46.0,18.0,No,57.33,40.0,Salary,133246.4,36.0,Sales,Female,Single,7.0,23.0,Mailed Check,Yes,$57.33 
8081.0,37.0,4.0,No,29.16,40.0,Salary,60652.8,52.0,Human Resources,Male,Single,6.0,8.0,Direct Deposit,Yes,$29.16 
8082.0,54.0,10.0,No,88.38,40.0,Salary,283830.4,-1.0,Human Resources,Female,Divorced,3.0,9.0,Mailed Check,Yes,$88.38 
8083.0,58.0,14.0,Yes,91.66,40.0,Salary,289133.0,60.0,Human Resources,Female,Divorced,4.0,15.0,Mailed Check,Yes,$91.66 
8084.0,39.0,7.0,No,28.0,40.0,Salary,58240.0,90.0,Research,Male,Married,3.0,21.0,Mailed Check,Yes,$28.00 
8085.0,43.0,19.0,Yes,85.1,40.0,Salary,177008.0,83.0,Manufacturing,Female,Married,5.0,25.0,Mailed Check,Yes,$85.10 
8086.0,54.0,19.0,No,74.27,40.0,Salary,154481.6,33.0,Information Technology,Female,Single,5.0,16.0,Mailed Check,Yes,$74.27 
8087.0,35.0,2.0,No,31.15,40.0,Salary,64792.0,57.0,Manufacturing,Female,Divorced,4.0,11.0,Direct Deposit,Yes,$31.15 
8088.0,40.0,8.0,No,26.58,40.0,Salary,55286.4,25.0,Research,Male,Married,1.0,7.0,Direct Deposit,Yes,$26.58 
8089.0,39.0,10.0,No,84.78,40.0,Salary,176342.4,5.0,Marketing,Female,Single,1.0,8.0,Mailed Check,Yes,$84.78 
8090.0,43.0,11.0,No,88.35,40.0,Salary,283768.0,75.0,Sales,Prefer Not To Answer,Married,6.0,20.0,Direct Deposit,Yes,$88.35 
8091.0,48.0,14.0,No,82.57,40.0,Salary,171745.6,48.0,Human Resources,Male,Single,9.0,16.0,Mailed Check,Yes,$82.57 
8092.0,34.0,1.0,No,29.31,40.0,Salary,62392.0,16.0,Sales,Male,Divorced,3.0,15.0,Mailed Check,Yes,$29.31 
8093.0,61.0,13.0,Yes,48.48,40.0,Salary,100838.4,72.0,Manufacturing,Female,Married,3.0,16.0,Direct Deposit,Yes,$48.48 
8094.0,47.0,12.0,Yes,41.54,40.0,Salary,86403.2,13.0,Marketing,Female,Single,6.0,21.0,Mailed Check,Yes,$41.54 
8095.0,26.0,3.0,No,17.36,40.0,Salary,36108.8,94.0,Human Resources,Female,Married,2.0,19.0,Mailed Check,Yes,$17.36 
8096.0,36.0,2.0,Yes,77.93,40.0,Salary,162094.4,80.0,Healthcare,Female,Single,6.0,15.0,Mailed Check,Yes,$77.93 
8097.0,59.0,11.0,Yes,73.53,40.0,Salary,152942.4,41.0,Sales,Prefer Not To Answer,Divorced,9.0,22.0,Mailed Check,Yes,$73.53 
8098.0,58.0,15.0,Yes,38.4,40.0,Salary,79872.0,2.0,Sales,Female,Single,5.0,5.0,Mailed Check,Yes,$38.40 
8099.0,45.0,20.0,Yes,97.26,40.0,Salary,202300.8,86.0,Laboratory,Male,Single,1.0,12.0,Direct Deposit,Yes,$97.26 
8100.0,37.0,5.0,No,93.98,40.0,Salary,289133.0,2.0,Information Technology,Female,Single,6.0,19.0,Mailed Check,Yes,$93.98 
8101.0,41.0,8.0,Yes,48.57,40.0,Salary,101025.6,44.0,Laboratory,Female,Married,3.0,15.0,Mailed Check,Yes,$48.57 
8102.0,38.0,10.0,Yes,63.62,40.0,Salary,132329.6,69.0,Research,Female,Divorced,2.0,9.0,Mailed Check,Yes,$63.62 
8103.0,44.0,13.0,Yes,67.14,40.0,Salary,139651.2,92.0,Human Resources,Female,Married,3.0,15.0,Mailed Check,Yes,$67.14 
